Mode,Service Type,Source,Year,Month,Route,Ridership
Bus,Weekdays,APC,2019,January,1,2518
Bus,Weekdays,APC,2019,January,2,4884
Bus,Weekdays,APC,2019,January,3,8216
Bus,Weekdays,APC,2019,January,4,5918
Bus,Weekdays,APC,2019,January,5,3581
Bus,Weekdays,APC,2019,January,6,5697
Bus,Weekdays,APC,2019,January,7,4687
Bus,Weekdays,APC,2019,January,8,2483
Bus,Weekdays,APC,2019,January,9,4399
Trolley,Weekdays,Traffic,2019,January,10,10422
Trolley,Weekdays,APC,2019,January,11,13881
Bus,Weekdays,APC,2019,January,12,2344
Trolley,Weekdays,APC,2019,January,13,12429
Bus,Weekdays,APC,2019,January,14,6293
Trolley,Weekdays,Traffic,2019,January,15,10194
Bus,Weekdays,APC,2019,January,16,6470
Bus,Weekdays,APC,2019,January,17,8650
Bus,Weekdays,APC,2019,January,18,14135
Bus,Weekdays,APC,2019,January,19,1384
Bus,Weekdays,APC,2019,January,20,4833
Bus,Weekdays,APC,2019,January,21,9192
Bus,Weekdays,APC,2019,January,22,4223
Bus,Weekdays,APC,2019,January,23,14333
Bus,Weekdays,APC,2019,January,24,2167
Bus,Weekdays,APC,2019,January,25,3833
Bus,Weekdays,APC,2019,January,26,9896
Bus,Weekdays,APC,2019,January,27,3703
Bus,Weekdays,APC,2019,January,28,1792
Bus,Weekdays,APC,2019,January,29,4937
Bus,Weekdays,APC,2019,January,30,1211
Bus,Weekdays,APC,2019,January,31,4301
Bus,Weekdays,APC,2019,January,32,4771
Bus,Weekdays,APC,2019,January,33,10774
Trolley,Weekdays,APC,2019,January,34,12235
Bus,Weekdays,APC,2019,January,35,135
Trolley,Weekdays,APC,2019,January,36,15211
Bus,Weekdays,APC,2019,January,37,3171
Bus,Weekdays,APC,2019,January,38,2430
Bus,Weekdays,APC,2019,January,39,2360
Bus,Weekdays,APC,2019,January,40,7023
Bus,Weekdays,APC,2019,January,42,8613
Bus,Weekdays,APC,2019,January,43,3369
Bus,Weekdays,APC,2019,January,44,3141
Bus,Weekdays,APC,2019,January,45,5808
Bus,Weekdays,APC,2019,January,46,5521
Bus,Weekdays,APC,2019,January,47,15454
Bus,Weekdays,APC,2019,January,48,7400
Bus,Weekdays,APC,2019,January,50,1979
Bus,Weekdays,APC,2019,January,52,13816
Bus,Weekdays,APC,2019,January,53,2708
Bus,Weekdays,APC,2019,January,54,6933
Bus,Weekdays,APC,2019,January,55,4898
Bus,Weekdays,APC,2019,January,56,10966
Bus,Weekdays,APC,2019,January,57,9642
Bus,Weekdays,APC,2019,January,58,7566
Trackless Trolley,Weekdays,APC,2019,January,59,4384
Bus,Weekdays,APC,2019,January,60,10891
Bus,Weekdays,APC,2019,January,61,3832
Bus,Weekdays,APC,2019,January,62,231
Bus,Weekdays,APC,2019,January,64,5344
Bus,Weekdays,APC,2019,January,65,7073
Trackless Trolley,Weekdays,APC,2019,January,66,9500
Bus,Weekdays,APC,2019,January,67,4681
Bus,Weekdays,APC,2019,January,68,1872
Bus,Weekdays,APC,2019,January,70,7808
Bus,Weekdays,APC,2019,January,73,2569
Trackless Trolley,Weekdays,APC,2019,January,75,2969
Bus,Weekdays,APC,2019,January,77,807
Bus,Weekdays,APC,2019,January,78,53
Bus,Weekdays,APC,2019,January,79,5752
Bus,Weekdays,APC,2019,January,80,227
Bus,Weekdays,APC,2019,January,84,3454
Bus,Weekdays,APC,2019,January,88,2225
Bus,Weekdays,APC,2019,January,89,1860
Bus,Weekdays,APC,2019,January,90,497
Bus,Weekdays,APC,2019,January,92,384
Bus,Weekdays,APC,2019,January,93,1349
Bus,Weekdays,APC,2019,January,94,579
Bus,Weekdays,APC,2019,January,95,617
Bus,Weekdays,APC,2019,January,96,1477
Bus,Weekdays,APC,2019,January,97,787
Bus,Weekdays,APC,2019,January,98,1145
Bus,Weekdays,APC,2019,January,99,1497
Trolley,Weekdays,Traffic,2019,January,101,4180
Trolley,Weekdays,Traffic,2019,January,102,4235
Bus,Weekdays,APC,2019,January,103,1185
Bus,Weekdays,APC,2019,January,104,2814
Bus,Weekdays,APC,2019,January,105,1111
Bus,Weekdays,APC,2019,January,106,1191
Bus,Weekdays,APC,2019,January,107,974
Bus,Weekdays,APC,2019,January,108,4295
Bus,Weekdays,APC,2019,January,109,4257
Bus,Weekdays,APC,2019,January,110,1808
Bus,Weekdays,APC,2019,January,111,1498
Bus,Weekdays,APC,2019,January,112,861
Bus,Weekdays,APC,2019,January,113,6552
Bus,Weekdays,APC,2019,January,114,1709
Bus,Weekdays,APC,2019,January,115,1100
Bus,Weekdays,APC,2019,January,117,1930
Bus,Weekdays,APC,2019,January,118,462
Bus,Weekdays,APC,2019,January,119,681
Bus,Weekdays,APC,2019,January,120,477
Bus,Weekdays,APC,2019,January,123,952
Bus,Weekdays,APC,2019,January,124,1918
Bus,Weekdays,APC,2019,January,125,2068
Bus,Weekdays,APC,2019,January,126,444
Bus,Weekdays,APC,2019,January,127,343
Bus,Weekdays,APC,2019,January,128,401
Bus,Weekdays,APC,2019,January,129,947
Bus,Weekdays,APC,2019,January,130,630
Bus,Weekdays,APC,2019,January,131,731
Bus,Weekdays,APC,2019,January,132,395
Bus,Weekdays,APC,2019,January,133,98
Bus,Weekdays,APC,2019,January,139,461
Bus,Weekdays,APC,2019,January,150,53
Bus,Weekdays,APC,2019,January,201,190
Bus,Weekdays,APC,2019,January,204,186
Bus,Weekdays,APC,2019,January,205,67
Bus,Weekdays,APC,2019,January,206,143
Bus,Weekdays,APC,2019,January,310,349
Bus,Weekdays,APC,2019,January,311,187
Bus,Weekdays,APC,2019,January,47M,748
Bus,Weekdays,APC,2019,January,BLVDDIR,2846
Bus,Weekdays,APC,2019,January,BSO,1602
Bus,Weekdays,APC,2019,January,G,16109
Bus,Weekdays,APC,2019,January,H,4916
Bus,Weekdays,APC,2019,January,J,2579
Bus,Weekdays,APC,2019,January,K,8587
Bus,Weekdays,APC,2019,January,L,6904
Bus,Weekdays,APC,2019,January,LUCYGO,1621
Bus,Weekdays,APC,2019,January,LUCYGR,1097
Bus,Weekdays,APC,2019,January,MFO,1987
Bus,Weekdays,APC,2019,January,R,9496
Bus,Weekdays,APC,2019,January,XH,5631
Bus,Weekdays,APC,2019,February,1,2522
Bus,Weekdays,APC,2019,February,2,5414
Bus,Weekdays,APC,2019,February,3,8554
Bus,Weekdays,APC,2019,February,4,5985
Bus,Weekdays,APC,2019,February,5,3641
Bus,Weekdays,APC,2019,February,6,5897
Bus,Weekdays,APC,2019,February,7,5021
Bus,Weekdays,APC,2019,February,8,2712
Bus,Weekdays,APC,2019,February,9,4246
Trolley,Weekdays,Traffic,2019,February,10,10422
Trolley,Weekdays,APC,2019,February,11,13881
Bus,Weekdays,APC,2019,February,12,2494
Trolley,Weekdays,APC,2019,February,13,12429
Bus,Weekdays,APC,2019,February,14,6490
Trolley,Weekdays,Traffic,2019,February,15,10194
Bus,Weekdays,APC,2019,February,16,7203
Bus,Weekdays,APC,2019,February,17,8993
Bus,Weekdays,APC,2019,February,18,13584
Bus,Weekdays,APC,2019,February,19,1479
Bus,Weekdays,APC,2019,February,20,4689
Bus,Weekdays,APC,2019,February,21,10001
Bus,Weekdays,APC,2019,February,22,4241
Bus,Weekdays,APC,2019,February,23,13899
Bus,Weekdays,APC,2019,February,24,2162
Bus,Weekdays,APC,2019,February,25,3928
Bus,Weekdays,APC,2019,February,26,10569
Bus,Weekdays,APC,2019,February,27,3881
Bus,Weekdays,APC,2019,February,28,1845
Bus,Weekdays,APC,2019,February,29,4937
Bus,Weekdays,APC,2019,February,30,1156
Bus,Weekdays,APC,2019,February,31,4697
Bus,Weekdays,APC,2019,February,32,4894
Bus,Weekdays,APC,2019,February,33,10850
Trolley,Weekdays,APC,2019,February,34,12235
Bus,Weekdays,APC,2019,February,35,128
Trolley,Weekdays,APC,2019,February,36,15211
Bus,Weekdays,APC,2019,February,37,3202
Bus,Weekdays,APC,2019,February,38,2590
Bus,Weekdays,APC,2019,February,39,2273
Bus,Weekdays,APC,2019,February,40,6933
Bus,Weekdays,APC,2019,February,42,9173
Bus,Weekdays,APC,2019,February,43,3189
Bus,Weekdays,APC,2019,February,44,3083
Bus,Weekdays,APC,2019,February,45,6249
Bus,Weekdays,APC,2019,February,46,5625
Bus,Weekdays,APC,2019,February,47,15265
Bus,Weekdays,APC,2019,February,48,7414
Bus,Weekdays,APC,2019,February,50,1997
Bus,Weekdays,APC,2019,February,52,13877
Bus,Weekdays,APC,2019,February,53,2807
Bus,Weekdays,APC,2019,February,54,6985
Bus,Weekdays,APC,2019,February,55,4660
Bus,Weekdays,APC,2019,February,56,11029
Bus,Weekdays,APC,2019,February,57,9848
Bus,Weekdays,APC,2019,February,58,7171
Trackless Trolley,Weekdays,APC,2019,February,59,4215
Bus,Weekdays,APC,2019,February,60,11159
Bus,Weekdays,APC,2019,February,61,3960
Bus,Weekdays,APC,2019,February,62,196
Bus,Weekdays,APC,2019,February,64,5370
Bus,Weekdays,APC,2019,February,65,7416
Trackless Trolley,Weekdays,APC,2019,February,66,9642
Bus,Weekdays,APC,2019,February,67,4644
Bus,Weekdays,APC,2019,February,68,1704
Bus,Weekdays,APC,2019,February,70,7918
Bus,Weekdays,APC,2019,February,73,2573
Trackless Trolley,Weekdays,APC,2019,February,75,2955
Bus,Weekdays,APC,2019,February,77,783
Bus,Weekdays,APC,2019,February,78,100
Bus,Weekdays,APC,2019,February,79,5752
Bus,Weekdays,APC,2019,February,80,190
Bus,Weekdays,APC,2019,February,84,3516
Bus,Weekdays,APC,2019,February,88,2207
Bus,Weekdays,APC,2019,February,89,1435
Bus,Weekdays,APC,2019,February,90,497
Bus,Weekdays,APC,2019,February,92,384
Bus,Weekdays,APC,2019,February,93,1349
Bus,Weekdays,APC,2019,February,94,579
Bus,Weekdays,APC,2019,February,95,617
Bus,Weekdays,APC,2019,February,96,1477
Bus,Weekdays,APC,2019,February,97,787
Bus,Weekdays,APC,2019,February,98,1145
Bus,Weekdays,APC,2019,February,99,1497
Trolley,Weekdays,Traffic,2019,February,101,4180
Trolley,Weekdays,Traffic,2019,February,102,4235
Bus,Weekdays,APC,2019,February,103,1185
Bus,Weekdays,APC,2019,February,104,2814
Bus,Weekdays,APC,2019,February,105,1111
Bus,Weekdays,APC,2019,February,106,1191
Bus,Weekdays,APC,2019,February,107,974
Bus,Weekdays,APC,2019,February,108,4295
Bus,Weekdays,APC,2019,February,109,4257
Bus,Weekdays,APC,2019,February,110,1808
Bus,Weekdays,APC,2019,February,111,1498
Bus,Weekdays,APC,2019,February,112,861
Bus,Weekdays,APC,2019,February,113,6552
Bus,Weekdays,APC,2019,February,114,1709
Bus,Weekdays,APC,2019,February,115,1100
Bus,Weekdays,APC,2019,February,117,1930
Bus,Weekdays,APC,2019,February,118,462
Bus,Weekdays,APC,2019,February,119,681
Bus,Weekdays,APC,2019,February,120,477
Bus,Weekdays,APC,2019,February,123,952
Bus,Weekdays,APC,2019,February,124,1918
Bus,Weekdays,APC,2019,February,125,2068
Bus,Weekdays,APC,2019,February,126,444
Bus,Weekdays,APC,2019,February,127,343
Bus,Weekdays,APC,2019,February,128,401
Bus,Weekdays,APC,2019,February,129,947
Bus,Weekdays,APC,2019,February,130,630
Bus,Weekdays,APC,2019,February,131,731
Bus,Weekdays,APC,2019,February,132,395
Bus,Weekdays,APC,2019,February,133,98
Bus,Weekdays,APC,2019,February,139,461
Bus,Weekdays,APC,2019,February,150,53
Bus,Weekdays,APC,2019,February,201,190
Bus,Weekdays,APC,2019,February,204,190
Bus,Weekdays,APC,2019,February,205,63
Bus,Weekdays,APC,2019,February,206,143
Bus,Weekdays,APC,2019,February,310,279
Bus,Weekdays,APC,2019,February,311,155
Bus,Weekdays,APC,2019,February,47M,716
Bus,Weekdays,APC,2019,February,BLVDDIR,3009
Bus,Weekdays,APC,2019,February,BSO,1602
Bus,Weekdays,APC,2019,February,G,16543
Bus,Weekdays,APC,2019,February,H,5188
Bus,Weekdays,APC,2019,February,J,2486
Bus,Weekdays,APC,2019,February,K,8386
Bus,Weekdays,APC,2019,February,L,6875
Bus,Weekdays,APC,2019,February,LUCYGO,1644
Bus,Weekdays,APC,2019,February,LUCYGR,1084
Bus,Weekdays,APC,2019,February,MFO,1987
Bus,Weekdays,APC,2019,February,R,9691
Bus,Weekdays,APC,2019,February,XH,5360
Bus,Weekdays,APC,2019,March,1,2644
Bus,Weekdays,APC,2019,March,2,5407
Bus,Weekdays,APC,2019,March,3,8775
Bus,Weekdays,APC,2019,March,4,7113
Bus,Weekdays,APC,2019,March,5,3740
Bus,Weekdays,APC,2019,March,6,5991
Bus,Weekdays,APC,2019,March,7,4937
Bus,Weekdays,APC,2019,March,8,2769
Bus,Weekdays,APC,2019,March,9,4554
Trolley,Weekdays,Traffic,2019,March,10,10422
Trolley,Weekdays,APC,2019,March,11,14361
Bus,Weekdays,APC,2019,March,12,2546
Trolley,Weekdays,APC,2019,March,13,12296
Bus,Weekdays,APC,2019,March,14,6164
Trolley,Weekdays,Traffic,2019,March,15,10194
Bus,Weekdays,APC,2019,March,16,7280
Bus,Weekdays,APC,2019,March,17,9493
Bus,Weekdays,APC,2019,March,18,13589
Bus,Weekdays,APC,2019,March,19,1439
Bus,Weekdays,APC,2019,March,20,4964
Bus,Weekdays,APC,2019,March,21,9540
Bus,Weekdays,APC,2019,March,22,4083
Bus,Weekdays,APC,2019,March,23,13661
Bus,Weekdays,APC,2019,March,24,2277
Bus,Weekdays,APC,2019,March,25,4173
Bus,Weekdays,APC,2019,March,26,10597
Bus,Weekdays,APC,2019,March,27,4340
Bus,Weekdays,APC,2019,March,28,1889
Bus,Weekdays,APC,2019,March,29,4603
Bus,Weekdays,APC,2019,March,30,1196
Bus,Weekdays,APC,2019,March,31,4572
Bus,Weekdays,APC,2019,March,32,4493
Bus,Weekdays,APC,2019,March,33,10953
Trolley,Weekdays,APC,2019,March,34,12348
Bus,Weekdays,APC,2019,March,35,134
Trolley,Weekdays,APC,2019,March,36,14397
Bus,Weekdays,APC,2019,March,37,3286
Bus,Weekdays,APC,2019,March,38,2631
Bus,Weekdays,APC,2019,March,39,2369
Bus,Weekdays,APC,2019,March,40,7152
Bus,Weekdays,APC,2019,March,42,9029
Bus,Weekdays,APC,2019,March,43,3387
Bus,Weekdays,APC,2019,March,44,3322
Bus,Weekdays,APC,2019,March,45,6172
Bus,Weekdays,APC,2019,March,46,5576
Bus,Weekdays,APC,2019,March,47,18778
Bus,Weekdays,APC,2019,March,48,7341
Bus,Weekdays,APC,2019,March,49,1831
Bus,Weekdays,APC,2019,March,50,1921
Bus,Weekdays,APC,2019,March,52,14343
Bus,Weekdays,APC,2019,March,53,2796
Bus,Weekdays,APC,2019,March,54,7061
Bus,Weekdays,APC,2019,March,55,4638
Bus,Weekdays,APC,2019,March,56,12580
Bus,Weekdays,APC,2019,March,57,10652
Bus,Weekdays,APC,2019,March,58,8820
Trackless Trolley,Weekdays,APC,2019,March,59,4973
Bus,Weekdays,APC,2019,March,60,10951
Bus,Weekdays,APC,2019,March,61,3996
Bus,Weekdays,APC,2019,March,62,244
Bus,Weekdays,APC,2019,March,64,5572
Bus,Weekdays,APC,2019,March,65,7845
Trackless Trolley,Weekdays,APC,2019,March,66,10808
Bus,Weekdays,APC,2019,March,67,4728
Bus,Weekdays,APC,2019,March,68,1742
Bus,Weekdays,APC,2019,March,70,8420
Bus,Weekdays,APC,2019,March,73,2548
Trackless Trolley,Weekdays,APC,2019,March,75,3032
Bus,Weekdays,APC,2019,March,77,733
Bus,Weekdays,APC,2019,March,78,94
Bus,Weekdays,APC,2019,March,79,5676
Bus,Weekdays,APC,2019,March,80,221
Bus,Weekdays,APC,2019,March,84,3469
Bus,Weekdays,APC,2019,March,88,2249
Bus,Weekdays,APC,2019,March,89,1825
Bus,Weekdays,APC,2019,March,90,398
Bus,Weekdays,APC,2019,March,92,320
Bus,Weekdays,APC,2019,March,93,1205
Bus,Weekdays,APC,2019,March,94,485
Bus,Weekdays,APC,2019,March,95,516
Bus,Weekdays,APC,2019,March,96,1240
Bus,Weekdays,APC,2019,March,97,572
Bus,Weekdays,APC,2019,March,98,897
Bus,Weekdays,APC,2019,March,99,1217
Trolley,Weekdays,Traffic,2019,March,101,4180
Trolley,Weekdays,Traffic,2019,March,102,4235
Bus,Weekdays,APC,2019,March,103,1304
Bus,Weekdays,APC,2019,March,104,3002
Bus,Weekdays,APC,2019,March,105,1079
Bus,Weekdays,APC,2019,March,106,1182
Bus,Weekdays,APC,2019,March,107,1015
Bus,Weekdays,APC,2019,March,108,5059
Bus,Weekdays,APC,2019,March,109,4305
Bus,Weekdays,APC,2019,March,110,1779
Bus,Weekdays,APC,2019,March,111,1443
Bus,Weekdays,APC,2019,March,112,1031
Bus,Weekdays,APC,2019,March,113,6552
Bus,Weekdays,APC,2019,March,114,1838
Bus,Weekdays,APC,2019,March,115,1132
Bus,Weekdays,APC,2019,March,117,1886
Bus,Weekdays,APC,2019,March,118,519
Bus,Weekdays,APC,2019,March,119,719
Bus,Weekdays,APC,2019,March,120,478
Bus,Weekdays,APC,2019,March,123,862
Bus,Weekdays,APC,2019,March,124,1712
Bus,Weekdays,APC,2019,March,125,2082
Bus,Weekdays,APC,2019,March,126,610
Bus,Weekdays,APC,2019,March,127,298
Bus,Weekdays,APC,2019,March,128,354
Bus,Weekdays,APC,2019,March,129,843
Bus,Weekdays,APC,2019,March,130,537
Bus,Weekdays,APC,2019,March,131,639
Bus,Weekdays,APC,2019,March,132,355
Bus,Weekdays,APC,2019,March,133,93
Bus,Weekdays,APC,2019,March,139,364
Bus,Weekdays,APC,2019,March,150,22
Bus,Weekdays,APC,2019,March,201,189
Bus,Weekdays,APC,2019,March,204,207
Bus,Weekdays,APC,2019,March,205,69
Bus,Weekdays,APC,2019,March,206,124
Bus,Weekdays,APC,2019,March,310,325
Bus,Weekdays,APC,2019,March,311,178
Bus,Weekdays,APC,2019,March,47M,896
Bus,Weekdays,APC,2019,March,BLVDDIR,3095
Bus,Weekdays,APC,2019,March,BSO,1601
Bus,Weekdays,APC,2019,March,G,16085
Bus,Weekdays,APC,2019,March,H,5005
Bus,Weekdays,APC,2019,March,J,2620
Bus,Weekdays,APC,2019,March,K,8733
Bus,Weekdays,APC,2019,March,L,7360
Bus,Weekdays,APC,2019,March,LUCYGO,1725
Bus,Weekdays,APC,2019,March,LUCYGR,1145
Bus,Weekdays,APC,2019,March,MFO,2102
Bus,Weekdays,APC,2019,March,R,9764
Bus,Weekdays,APC,2019,March,XH,5406
Bus,Weekdays,APC,2019,April,1,2765
Bus,Weekdays,APC,2019,April,2,5555
Bus,Weekdays,APC,2019,April,3,8554
Bus,Weekdays,APC,2019,April,4,7133
Bus,Weekdays,APC,2019,April,5,3769
Bus,Weekdays,APC,2019,April,6,5570
Bus,Weekdays,APC,2019,April,7,4947
Bus,Weekdays,APC,2019,April,8,2546
Bus,Weekdays,APC,2019,April,9,4793
Trolley,Weekdays,Traffic,2019,April,10,10422
Trolley,Weekdays,APC,2019,April,11,13693
Bus,Weekdays,APC,2019,April,12,2483
Trolley,Weekdays,APC,2019,April,13,14038
Bus,Weekdays,APC,2019,April,14,5952
Trolley,Weekdays,Traffic,2019,April,15,10194
Bus,Weekdays,APC,2019,April,16,6921
Bus,Weekdays,APC,2019,April,17,8757
Bus,Weekdays,APC,2019,April,18,13092
Bus,Weekdays,APC,2019,April,19,1390
Bus,Weekdays,APC,2019,April,20,5005
Bus,Weekdays,APC,2019,April,21,10053
Bus,Weekdays,APC,2019,April,22,4424
Bus,Weekdays,APC,2019,April,23,15172
Bus,Weekdays,APC,2019,April,24,2188
Bus,Weekdays,APC,2019,April,25,4331
Bus,Weekdays,APC,2019,April,26,9907
Bus,Weekdays,APC,2019,April,27,4411
Bus,Weekdays,APC,2019,April,28,1815
Bus,Weekdays,APC,2019,April,29,5231
Bus,Weekdays,APC,2019,April,30,1175
Bus,Weekdays,APC,2019,April,31,4476
Bus,Weekdays,APC,2019,April,32,4644
Bus,Weekdays,APC,2019,April,33,10672
Trolley,Weekdays,APC,2019,April,34,12923
Bus,Weekdays,APC,2019,April,35,139
Trolley,Weekdays,APC,2019,April,36,15179
Bus,Weekdays,APC,2019,April,37,3331
Bus,Weekdays,APC,2019,April,38,2747
Bus,Weekdays,APC,2019,April,39,2636
Bus,Weekdays,APC,2019,April,40,6981
Bus,Weekdays,APC,2019,April,42,9071
Bus,Weekdays,APC,2019,April,43,3558
Bus,Weekdays,APC,2019,April,44,3429
Bus,Weekdays,APC,2019,April,45,6168
Bus,Weekdays,APC,2019,April,46,5531
Bus,Weekdays,APC,2019,April,47,17484
Bus,Weekdays,APC,2019,April,48,7129
Bus,Weekdays,APC,2019,April,49,2182
Bus,Weekdays,APC,2019,April,50,2047
Bus,Weekdays,APC,2019,April,52,14185
Bus,Weekdays,APC,2019,April,53,2302
Bus,Weekdays,APC,2019,April,54,6707
Bus,Weekdays,APC,2019,April,55,4659
Bus,Weekdays,APC,2019,April,56,10855
Bus,Weekdays,APC,2019,April,57,10917
Bus,Weekdays,APC,2019,April,58,8127
Trackless Trolley,Weekdays,APC,2019,April,59,4928
Bus,Weekdays,APC,2019,April,60,10563
Bus,Weekdays,APC,2019,April,61,3699
Bus,Weekdays,APC,2019,April,62,249
Bus,Weekdays,APC,2019,April,64,5694
Bus,Weekdays,APC,2019,April,65,7803
Trackless Trolley,Weekdays,APC,2019,April,66,10686
Bus,Weekdays,APC,2019,April,67,4712
Bus,Weekdays,APC,2019,April,68,1772
Bus,Weekdays,APC,2019,April,70,8015
Bus,Weekdays,APC,2019,April,73,2446
Trackless Trolley,Weekdays,APC,2019,April,75,3320
Bus,Weekdays,APC,2019,April,77,828
Bus,Weekdays,APC,2019,April,78,92
Bus,Weekdays,APC,2019,April,79,5145
Bus,Weekdays,APC,2019,April,80,210
Bus,Weekdays,APC,2019,April,84,3457
Bus,Weekdays,APC,2019,April,88,2213
Bus,Weekdays,APC,2019,April,89,1799
Bus,Weekdays,APC,2019,April,90,403
Bus,Weekdays,APC,2019,April,92,320
Bus,Weekdays,APC,2019,April,93,1269
Bus,Weekdays,APC,2019,April,94,527
Bus,Weekdays,APC,2019,April,95,509
Bus,Weekdays,APC,2019,April,96,1351
Bus,Weekdays,APC,2019,April,97,613
Bus,Weekdays,APC,2019,April,98,909
Bus,Weekdays,APC,2019,April,99,1245
Trolley,Weekdays,Traffic,2019,April,101,4180
Trolley,Weekdays,Traffic,2019,April,102,4235
Bus,Weekdays,APC,2019,April,103,1310
Bus,Weekdays,APC,2019,April,104,3056
Bus,Weekdays,APC,2019,April,105,1135
Bus,Weekdays,APC,2019,April,106,1236
Bus,Weekdays,APC,2019,April,107,1006
Bus,Weekdays,APC,2019,April,108,5070
Bus,Weekdays,APC,2019,April,109,4346
Bus,Weekdays,APC,2019,April,110,1851
Bus,Weekdays,APC,2019,April,111,1465
Bus,Weekdays,APC,2019,April,112,949
Bus,Weekdays,APC,2019,April,113,6535
Bus,Weekdays,APC,2019,April,114,1784
Bus,Weekdays,APC,2019,April,115,1123
Bus,Weekdays,APC,2019,April,117,1925
Bus,Weekdays,APC,2019,April,118,511
Bus,Weekdays,APC,2019,April,119,652
Bus,Weekdays,APC,2019,April,120,538
Bus,Weekdays,APC,2019,April,123,876
Bus,Weekdays,APC,2019,April,124,1798
Bus,Weekdays,APC,2019,April,125,2254
Bus,Weekdays,APC,2019,April,126,596
Bus,Weekdays,APC,2019,April,127,318
Bus,Weekdays,APC,2019,April,128,380
Bus,Weekdays,APC,2019,April,129,928
Bus,Weekdays,APC,2019,April,130,622
Bus,Weekdays,APC,2019,April,131,592
Bus,Weekdays,APC,2019,April,132,372
Bus,Weekdays,APC,2019,April,133,80
Bus,Weekdays,APC,2019,April,139,385
Bus,Weekdays,APC,2019,April,150,17
Bus,Weekdays,APC,2019,April,201,155
Bus,Weekdays,APC,2019,April,204,211
Bus,Weekdays,APC,2019,April,205,67
Bus,Weekdays,APC,2019,April,206,126
Bus,Weekdays,APC,2019,April,310,347
Bus,Weekdays,APC,2019,April,311,194
Bus,Weekdays,APC,2019,April,47M,886
Bus,Weekdays,APC,2019,April,BLVDDIR,3147
Bus,Weekdays,APC,2019,April,BSO,1749
Bus,Weekdays,APC,2019,April,G,16865
Bus,Weekdays,APC,2019,April,H,4677
Bus,Weekdays,APC,2019,April,J,2623
Bus,Weekdays,APC,2019,April,K,8669
Bus,Weekdays,APC,2019,April,L,6679
Bus,Weekdays,APC,2019,April,LUCYGO,1648
Bus,Weekdays,APC,2019,April,LUCYGR,1117
Bus,Weekdays,APC,2019,April,MFO,2043
Bus,Weekdays,APC,2019,April,R,9442
Bus,Weekdays,APC,2019,April,XH,5618
Bus,Weekdays,APC,2019,May,1,2750
Bus,Weekdays,APC,2019,May,2,5207
Bus,Weekdays,APC,2019,May,3,8570
Bus,Weekdays,APC,2019,May,4,7234
Bus,Weekdays,APC,2019,May,5,3708
Bus,Weekdays,APC,2019,May,6,5780
Bus,Weekdays,APC,2019,May,7,5156
Bus,Weekdays,APC,2019,May,8,2628
Bus,Weekdays,APC,2019,May,9,5106
Trolley,Weekdays,Traffic,2019,May,10,10422
Trolley,Weekdays,APC,2019,May,11,14143
Bus,Weekdays,APC,2019,May,12,2454
Trolley,Weekdays,APC,2019,May,13,13053
Bus,Weekdays,APC,2019,May,14,5981
Trolley,Weekdays,Traffic,2019,May,15,10194
Bus,Weekdays,APC,2019,May,16,7081
Bus,Weekdays,APC,2019,May,17,8621
Bus,Weekdays,APC,2019,May,18,13553
Bus,Weekdays,APC,2019,May,19,1385
Bus,Weekdays,APC,2019,May,20,5160
Bus,Weekdays,APC,2019,May,21,9770
Bus,Weekdays,APC,2019,May,22,4301
Bus,Weekdays,APC,2019,May,23,14754
Bus,Weekdays,APC,2019,May,24,2270
Bus,Weekdays,APC,2019,May,25,4295
Bus,Weekdays,APC,2019,May,26,10870
Bus,Weekdays,APC,2019,May,27,4389
Bus,Weekdays,APC,2019,May,28,1827
Bus,Weekdays,APC,2019,May,29,4384
Bus,Weekdays,APC,2019,May,30,1206
Bus,Weekdays,APC,2019,May,31,4582
Bus,Weekdays,APC,2019,May,32,5139
Bus,Weekdays,APC,2019,May,33,10995
Trolley,Weekdays,APC,2019,May,34,12678
Bus,Weekdays,APC,2019,May,35,153
Trolley,Weekdays,APC,2019,May,36,14508
Bus,Weekdays,APC,2019,May,37,3337
Bus,Weekdays,APC,2019,May,38,2713
Bus,Weekdays,APC,2019,May,39,2563
Bus,Weekdays,APC,2019,May,40,6579
Bus,Weekdays,APC,2019,May,42,9026
Bus,Weekdays,APC,2019,May,43,3430
Bus,Weekdays,APC,2019,May,44,3401
Bus,Weekdays,APC,2019,May,45,6381
Bus,Weekdays,APC,2019,May,46,5626
Bus,Weekdays,APC,2019,May,47,17490
Bus,Weekdays,APC,2019,May,48,7244
Bus,Weekdays,APC,2019,May,49,2329
Bus,Weekdays,APC,2019,May,50,2027
Bus,Weekdays,APC,2019,May,52,14355
Bus,Weekdays,APC,2019,May,53,2653
Bus,Weekdays,APC,2019,May,54,7007
Bus,Weekdays,APC,2019,May,55,4682
Bus,Weekdays,APC,2019,May,56,11981
Bus,Weekdays,APC,2019,May,57,10784
Bus,Weekdays,APC,2019,May,58,8486
Trackless Trolley,Weekdays,APC,2019,May,59,5352
Bus,Weekdays,APC,2019,May,60,10838
Bus,Weekdays,APC,2019,May,61,4225
Bus,Weekdays,APC,2019,May,62,224
Bus,Weekdays,APC,2019,May,64,6277
Bus,Weekdays,APC,2019,May,65,7947
Trackless Trolley,Weekdays,APC,2019,May,66,10932
Bus,Weekdays,APC,2019,May,67,4786
Bus,Weekdays,APC,2019,May,68,1767
