Mode,Service Type,Source,Year,Month,Route,Ridership
Heavy Rail,Saturdays,Key,2022,September,NHSL,2587
Heavy Rail,Saturdays,Key,2023,February,BSL,28078
Heavy Rail,Saturdays,Key,2023,February,MFL,42058
Heavy Rail,Saturdays,Key,2023,February,NHSL,2552
Heavy Rail,Saturdays,Key,2023,March,BSL,26626
Heavy Rail,Saturdays,Key,2023,March,MFL,40030
Heavy Rail,Saturdays,Key,2023,March,NHSL,2413
Heavy Rail,Saturdays,Key,2023,April,BSL,26689
Heavy Rail,Saturdays,Key,2023,April,MFL,40129
Heavy Rail,Saturdays,Key,2023,April,NHSL,2559
Heavy Rail,Saturdays,Key,2023,May,BSL,27864
Heavy Rail,Saturdays,Key,2023,May,MFL,41669
Heavy Rail,Saturdays,Key,2023,May,NHSL,2635
Heavy Rail,Saturdays,Key,2023,June,BSL,26038
Heavy Rail,Saturdays,Key,2023,June,MFL,38939
Heavy Rail,Saturdays,Key,2023,June,NHSL,2462
Heavy Rail,Saturdays,Key,2023,July,BSL,25586
Heavy Rail,Saturdays,Key,2023,July,MFL,38317
Heavy Rail,Saturdays,Key,2023,July,NHSL,2612
Heavy Rail,Sundays,Key,2019,April,BSL,42241
Heavy Rail,Sundays,Key,2019,April,MFL,61089
Heavy Rail,Sundays,Key,2019,April,NHSL,3592
Heavy Rail,Sundays,Key,2020,April,BSL,5409
Heavy Rail,Sundays,Key,2020,April,MFL,9489
Heavy Rail,Sundays,Key,2020,April,NHSL,625
Heavy Rail,Sundays,Key,2021,April,BSL,14181
Heavy Rail,Sundays,Key,2021,April,MFL,21321
Heavy Rail,Sundays,Key,2021,April,NHSL,1193
Heavy Rail,Sundays,Key,2022,April,BSL,19536
Heavy Rail,Sundays,Key,2022,April,MFL,29300
Heavy Rail,Sundays,Key,2022,April,NHSL,1492
Heavy Rail,Sundays,Key,2019,August,BSL,35442
Heavy Rail,Sundays,Key,2019,August,MFL,54808
Heavy Rail,Sundays,Key,2019,August,NHSL,3602
Heavy Rail,Sundays,Key,2020,August,BSL,11830
Heavy Rail,Sundays,Key,2020,August,MFL,17612
Heavy Rail,Sundays,Key,2020,August,NHSL,1283
Heavy Rail,Sundays,Key,2021,August,BSL,15632
Heavy Rail,Sundays,Key,2021,August,MFL,23599
Heavy Rail,Sundays,Key,2021,August,NHSL,1346
Heavy Rail,Sundays,Key,2022,August,BSL,17338
Heavy Rail,Sundays,Key,2022,August,MFL,26082
Heavy Rail,Sundays,Key,2022,August,NHSL,1501
Heavy Rail,Sundays,Key,2019,December,BSL,43133
Heavy Rail,Sundays,Key,2019,December,MFL,62424
Heavy Rail,Sundays,Key,2019,December,NHSL,3880
Heavy Rail,Sundays,Key,2020,December,BSL,12373
Heavy Rail,Sundays,Key,2020,December,MFL,18601
Heavy Rail,Sundays,Key,2020,December,NHSL,1293
Heavy Rail,Sundays,Key,2021,December,BSL,19293
Heavy Rail,Sundays,Key,2021,December,MFL,28977
Heavy Rail,Sundays,Key,2021,December,NHSL,1438
Heavy Rail,Sundays,Key,2022,December,BSL,18519
Heavy Rail,Sundays,Key,2022,December,MFL,27799
Heavy Rail,Sundays,Key,2022,December,NHSL,1471
Heavy Rail,Sundays,Key,2019,February,BSL,43432
Heavy Rail,Sundays,Key,2019,February,MFL,63658
Heavy Rail,Sundays,Key,2019,February,NHSL,3461
Heavy Rail,Sundays,Key,2020,February,BSL,42220
Heavy Rail,Sundays,Key,2020,February,MFL,62400
Heavy Rail,Sundays,Key,2020,February,NHSL,3674
Heavy Rail,Sundays,Key,2021,February,BSL,11459
Heavy Rail,Sundays,Key,2021,February,MFL,17250
Heavy Rail,Sundays,Key,2021,February,NHSL,998
Heavy Rail,Sundays,Key,2022,February,BSL,19399
Heavy Rail,Sundays,Key,2022,February,MFL,29123
Heavy Rail,Sundays,Key,2022,February,NHSL,1407
Heavy Rail,Sundays,Key,2019,January,BSL,40950
Heavy Rail,Sundays,Key,2019,January,MFL,59249
Heavy Rail,Sundays,Key,2019,January,NHSL,3649
Heavy Rail,Sundays,Key,2020,January,BSL,42555
Heavy Rail,Sundays,Key,2020,January,MFL,62654
Heavy Rail,Sundays,Key,2020,January,NHSL,3796
Heavy Rail,Sundays,Key,2021,January,BSL,12021
Heavy Rail,Sundays,Key,2021,January,MFL,17854
Heavy Rail,Sundays,Key,2021,January,NHSL,1115
Heavy Rail,Sundays,Key,2022,January,BSL,15673
Heavy Rail,Sundays,Key,2022,January,MFL,23517
Heavy Rail,Sundays,Key,2022,January,NHSL,1194
Heavy Rail,Sundays,Key,2023,January,BSL,19367
Heavy Rail,Sundays,Key,2023,January,MFL,29071
Heavy Rail,Sundays,Key,2023,January,NHSL,1580
Heavy Rail,Sundays,Key,2019,July,BSL,35285
Heavy Rail,Sundays,Key,2019,July,MFL,53501
Heavy Rail,Sundays,Key,2019,July,NHSL,3436
Heavy Rail,Sundays,Key,2020,July,BSL,11148
Heavy Rail,Sundays,Key,2020,July,MFL,17630
Heavy Rail,Sundays,Key,2020,July,NHSL,1417
Heavy Rail,Sundays,Key,2021,July,BSL,15670
Heavy Rail,Sundays,Key,2021,July,MFL,23554
Heavy Rail,Sundays,Key,2021,July,NHSL,1241
Heavy Rail,Sundays,Key,2022,July,BSL,16236
Heavy Rail,Sundays,Key,2022,July,MFL,24385
Heavy Rail,Sundays,Key,2022,July,NHSL,1443
Heavy Rail,Sundays,Key,2019,June,BSL,36886
Heavy Rail,Sundays,Key,2019,June,MFL,55299
Heavy Rail,Sundays,Key,2019,June,NHSL,3649
Heavy Rail,Sundays,Key,2020,June,BSL,8628
Heavy Rail,Sundays,Key,2020,June,MFL,13478
Heavy Rail,Sundays,Key,2020,June,NHSL,1070
Heavy Rail,Sundays,Key,2021,June,BSL,16447
Heavy Rail,Sundays,Key,2021,June,MFL,24712
Heavy Rail,Sundays,Key,2021,June,NHSL,1294
Heavy Rail,Sundays,Key,2022,June,BSL,17650
Heavy Rail,Sundays,Key,2022,June,MFL,26504
Heavy Rail,Sundays,Key,2022,June,NHSL,1564
Heavy Rail,Sundays,Key,2019,March,BSL,42596
Heavy Rail,Sundays,Key,2019,March,MFL,61874
Heavy Rail,Sundays,Key,2019,March,NHSL,3603
Heavy Rail,Sundays,Key,2020,March,BSL,26146
Heavy Rail,Sundays,Key,2020,March,MFL,38629
Heavy Rail,Sundays,Key,2020,March,NHSL,2363
Heavy Rail,Sundays,Key,2021,March,BSL,12726
Heavy Rail,Sundays,Key,2021,March,MFL,19104
Heavy Rail,Sundays,Key,2021,March,NHSL,1192
Heavy Rail,Sundays,Key,2022,March,BSL,19828
Heavy Rail,Sundays,Key,2022,March,MFL,29751
Heavy Rail,Sundays,Key,2022,March,NHSL,1489
Heavy Rail,Sundays,Key,2019,May,BSL,41934
Heavy Rail,Sundays,Key,2019,May,MFL,60767
Heavy Rail,Sundays,Key,2019,May,NHSL,3621
Heavy Rail,Sundays,Key,2020,May,BSL,6497
Heavy Rail,Sundays,Key,2020,May,MFL,11226
Heavy Rail,Sundays,Key,2020,May,NHSL,797
Heavy Rail,Sundays,Key,2021,May,BSL,14872
Heavy Rail,Sundays,Key,2021,May,MFL,22359
Heavy Rail,Sundays,Key,2021,May,NHSL,1181
Heavy Rail,Sundays,Key,2022,May,BSL,18824
Heavy Rail,Sundays,Key,2022,May,MFL,28994
Heavy Rail,Sundays,Key,2022,May,NHSL,1470
Heavy Rail,Sundays,Key,2019,November,BSL,44433
Heavy Rail,Sundays,Key,2019,November,MFL,64612
Heavy Rail,Sundays,Key,2019,November,NHSL,3817
Heavy Rail,Sundays,Key,2020,November,BSL,11885
Heavy Rail,Sundays,Key,2020,November,MFL,17911
Heavy Rail,Sundays,Key,2020,November,NHSL,1245
Heavy Rail,Sundays,Key,2021,November,BSL,20484
Heavy Rail,Sundays,Key,2021,November,MFL,30738
Heavy Rail,Sundays,Key,2021,November,NHSL,1532
Heavy Rail,Sundays,Key,2022,November,BSL,19764
Heavy Rail,Sundays,Key,2022,November,MFL,29664
Heavy Rail,Sundays,Key,2022,November,NHSL,1628
Heavy Rail,Sundays,Key,2019,October,BSL,44746
Heavy Rail,Sundays,Key,2019,October,MFL,65608
Heavy Rail,Sundays,Key,2019,October,NHSL,3943
Heavy Rail,Sundays,Key,2020,October,BSL,12957
Heavy Rail,Sundays,Key,2020,October,MFL,19709
Heavy Rail,Sundays,Key,2020,October,NHSL,1401
Heavy Rail,Sundays,Key,2021,October,BSL,21354
Heavy Rail,Sundays,Key,2021,October,MFL,32069
Heavy Rail,Sundays,Key,2021,October,NHSL,1650
Heavy Rail,Sundays,Key,2022,October,BSL,21265
Heavy Rail,Sundays,Key,2022,October,MFL,31827
Heavy Rail,Sundays,Key,2022,October,NHSL,1642
Heavy Rail,Sundays,Key,2019,September,BSL,44158
Heavy Rail,Sundays,Key,2019,September,MFL,64568
Heavy Rail,Sundays,Key,2019,September,NHSL,3941
Heavy Rail,Sundays,Key,2020,September,BSL,12866
Heavy Rail,Sundays,Key,2020,September,MFL,19348
Heavy Rail,Sundays,Key,2020,September,NHSL,1452
Heavy Rail,Sundays,Key,2021,September,BSL,20551
Heavy Rail,Sundays,Key,2021,September,MFL,30810
Heavy Rail,Sundays,Key,2021,September,NHSL,1545
Heavy Rail,Sundays,Key,2022,September,BSL,19956
Heavy Rail,Sundays,Key,2022,September,MFL,29981
Heavy Rail,Sundays,Key,2022,September,NHSL,1646
Heavy Rail,Sundays,Key,2023,February,BSL,19654
Heavy Rail,Sundays,Key,2023,February,MFL,29440
Heavy Rail,Sundays,Key,2023,February,NHSL,1624
Heavy Rail,Sundays,Key,2023,March,BSL,18638
Heavy Rail,Sundays,Key,2023,March,MFL,28021
Heavy Rail,Sundays,Key,2023,March,NHSL,1536
Heavy Rail,Sundays,Key,2023,April,BSL,18682
Heavy Rail,Sundays,Key,2023,April,MFL,28090
Heavy Rail,Sundays,Key,2023,April,NHSL,1628
Heavy Rail,Sundays,Key,2023,May,BSL,19504
Heavy Rail,Sundays,Key,2023,May,MFL,29168
Heavy Rail,Sundays,Key,2023,May,NHSL,1677
Heavy Rail,Sundays,Key,2023,June,BSL,18226
Heavy Rail,Sundays,Key,2023,June,MFL,27257
Heavy Rail,Sundays,Key,2023,June,NHSL,1567
Heavy Rail,Sundays,Key,2023,July,BSL,17910
Heavy Rail,Sundays,Key,2023,July,MFL,26822
Heavy Rail,Sundays,Key,2023,July,NHSL,1662
CCT,Weekdays,Mode_Report ,2019,April,CCT,4805
CCT,Weekdays,Mode_Report ,2020,April,CCT,694
CCT,Weekdays,Mode_Report ,2021,April,CCT,1833
CCT,Weekdays,Mode_Report ,2022,April,CCT,2677
CCT,Weekdays,Mode_Report ,2023,April,CCT,2952
CCT,Weekdays,Mode_Report ,2019,August,CCT,5649
CCT,Weekdays,Mode_Report ,2020,August,CCT,1611
CCT,Weekdays,Mode_Report ,2021,August,CCT,2478
CCT,Weekdays,Mode_Report ,2022,August,CCT,2742
CCT,Weekdays,Mode_Report ,2023,August,CCT,2972
CCT,Weekdays,Mode_Report ,2019,December,CCT,4595
CCT,Weekdays,Mode_Report ,2020,December,CCT,1314
CCT,Weekdays,Mode_Report ,2021,December,CCT,2351
CCT,Weekdays,Mode_Report ,2022,December,CCT,2869
CCT,Weekdays,Mode_Report ,2023,December,CCT,3138
CCT,Weekdays,Mode_Report ,2019,February,CCT,4652
CCT,Weekdays,Mode_Report ,2020,February,CCT,5075
CCT,Weekdays,Mode_Report ,2021,February,CCT,1399
CCT,Weekdays,Mode_Report ,2022,February,CCT,2309
CCT,Weekdays,Mode_Report ,2023,February,CCT,2882
CCT,Weekdays,Mode_Report ,2024,February,CCT,3054
CCT,Weekdays,Mode_Report ,2019,January,CCT,4294
CCT,Weekdays,Mode_Report ,2020,January,CCT,4414
CCT,Weekdays,Mode_Report ,2021,January,CCT,1381
CCT,Weekdays,Mode_Report ,2022,January,CCT,2019
CCT,Weekdays,Mode_Report ,2023,January,CCT,2834
CCT,Weekdays,Mode_Report ,2024,January,CCT,2744
CCT,Weekdays,Mode_Report ,2019,July,CCT,4314
CCT,Weekdays,Mode_Report ,2020,July,CCT,1076
CCT,Weekdays,Mode_Report ,2021,July,CCT,1736
CCT,Weekdays,Mode_Report ,2022,July,CCT,2743
CCT,Weekdays,Mode_Report ,2023,July,CCT,2921
CCT,Weekdays,Mode_Report ,2019,June,CCT,4924
CCT,Weekdays,Mode_Report ,2020,June,CCT,1056
CCT,Weekdays,Mode_Report ,2021,June,CCT,1564
CCT,Weekdays,Mode_Report ,2022,June,CCT,2631
CCT,Weekdays,Mode_Report ,2023,June,CCT,2981
Bus,Weekdays,APC,2024,March,1,2300
CCT,Weekdays,Mode_Report ,2019,March,CCT,6027
CCT,Weekdays,Mode_Report ,2020,March,CCT,3885
CCT,Weekdays,Mode_Report ,2021,March,CCT,2082
CCT,Weekdays,Mode_Report ,2022,March,CCT,2564
CCT,Weekdays,Mode_Report ,2023,March,CCT,2982
CCT,Weekdays,Mode_Report ,2019,May,CCT,5655
CCT,Weekdays,Mode_Report ,2020,May,CCT,973
CCT,Weekdays,Mode_Report ,2021,May,CCT,3158
CCT,Weekdays,Mode_Report ,2022,May,CCT,2714
CCT,Weekdays,Mode_Report ,2023,May,CCT,2985
CCT,Weekdays,Mode_Report ,2019,November,CCT,6145
CCT,Weekdays,Mode_Report ,2020,November,CCT,2004
CCT,Weekdays,Mode_Report ,2021,November,CCT,2380
CCT,Weekdays,Mode_Report ,2022,November,CCT,2851
CCT,Weekdays,Mode_Report ,2023,November,CCT,3089
CCT,Weekdays,Mode_Report ,2019,October,CCT,4687
CCT,Weekdays,Mode_Report ,2020,October,CCT,1588
RRD,Weekdays,Mode_Report ,2019,January,RRD,122856
RRD,Weekdays,Mode_Report ,2019,February,RRD,121161
RRD,Weekdays,Mode_Report ,2019,March,RRD,118228
RRD,Weekdays,Mode_Report ,2019,April,RRD,124045
RRD,Weekdays,Mode_Report ,2019,May,RRD,119187
RRD,Weekdays,Mode_Report ,2019,June,RRD,113745
RRD,Weekdays,Mode_Report ,2019,July,RRD,115144
RRD,Weekdays,Mode_Report ,2019,August,RRD,114436
RRD,Weekdays,Mode_Report ,2019,September,RRD,138481
RRD,Weekdays,Mode_Report ,2019,October,RRD,133614
RRD,Weekdays,Mode_Report ,2019,November,RRD,130761
RRD,Weekdays,Mode_Report ,2019,December,RRD,128363
RRD,Weekdays,Mode_Report ,2020,January,RRD,129953
RRD,Weekdays,Mode_Report ,2020,February,RRD,125397
RRD,Weekdays,Mode_Report ,2020,March,RRD,60912
RRD,Weekdays,Mode_Report ,2020,April,RRD,5168
RRD,Weekdays,Mode_Report ,2020,May,RRD,2016
RRD,Weekdays,Mode_Report ,2020,June,RRD,8516
RRD,Weekdays,Mode_Report ,2020,July,RRD,17381
RRD,Weekdays,Mode_Report ,2020,August,RRD,18288
RRD,Weekdays,Mode_Report ,2020,September,RRD,23479
RRD,Weekdays,Mode_Report ,2020,October,RRD,22844
RRD,Weekdays,Mode_Report ,2020,November,RRD,23836
RRD,Weekdays,Mode_Report ,2020,December,RRD,23381
RRD,Weekdays,Mode_Report ,2021,January,RRD,24283
RRD,Weekdays,Mode_Report ,2021,February,RRD,15466
RRD,Weekdays,Mode_Report ,2021,March,RRD,21225
RRD,Weekdays,Mode_Report ,2021,April,RRD,21312
RRD,Weekdays,Mode_Report ,2021,May,RRD,25380
RRD,Weekdays,Mode_Report ,2021,June,RRD,28832
RRD,Weekdays,Mode_Report ,2021,July,RRD,32582
RRD,Weekdays,Mode_Report ,2021,August,RRD,33513
RRD,Weekdays,Mode_Report ,2021,September,RRD,42560
RRD,Weekdays,Mode_Report ,2021,October,RRD,53831
RRD,Weekdays,Mode_Report ,2021,November,RRD,52291
RRD,Weekdays,Mode_Report ,2021,December,RRD,47061
RRD,Weekdays,Mode_Report ,2022,January,RRD,32407
RRD,Weekdays,Mode_Report ,2022,February,RRD,48846
RRD,Weekdays,Mode_Report ,2022,March,RRD,54994
RRD,Weekdays,Mode_Report ,2022,April,RRD,54044
RRD,Weekdays,Mode_Report ,2022,May,RRD,51962
RRD,Weekdays,Mode_Report ,2022,June,RRD,55791
RRD,Weekdays,Mode_Report ,2022,July,RRD,51583
RRD,Weekdays,Mode_Report ,2022,August,RRD,53394
RRD,Weekdays,Mode_Report ,2022,September,RRD,62122
RRD,Weekdays,Mode_Report ,2022,October,RRD,63954
RRD,Weekdays,Mode_Report ,2022,November,RRD,64215
RRD,Weekdays,Mode_Report ,2022,December,RRD,60226
RRD,Weekdays,Mode_Report ,2023,January,RRD,62311
RRD,Weekdays,Mode_Report ,2023,February,RRD,64720
RRD,Weekdays,Mode_Report ,2023,March,RRD,66514
RRD,Weekdays,Mode_Report ,2023,April,RRD,66900
RRD,Weekdays,Mode_Report ,2023,May,RRD,65979
RRD,Weekdays,Mode_Report ,2023,June,RRD,66067
RRD,Weekdays,Mode_Report ,2023,July,RRD,61204
RRD,Saturdays,Mode_Report ,2019,January,RRD,43000
RRD,Saturdays,Mode_Report ,2019,February,RRD,42406
RRD,Saturdays,Mode_Report ,2019,March,RRD,41380
RRD,Saturdays,Mode_Report ,2019,April,RRD,43416
RRD,Saturdays,Mode_Report ,2019,May,RRD,41716
RRD,Saturdays,Mode_Report ,2019,June,RRD,39811
RRD,Saturdays,Mode_Report ,2019,July,RRD,40300
RRD,Saturdays,Mode_Report ,2019,August,RRD,40053
RRD,Saturdays,Mode_Report ,2019,September,RRD,48468
RRD,Saturdays,Mode_Report ,2019,October,RRD,46765
RRD,Saturdays,Mode_Report ,2019,November,RRD,45766
RRD,Saturdays,Mode_Report ,2019,December,RRD,44927
RRD,Saturdays,Mode_Report ,2020,January,RRD,45483
RRD,Saturdays,Mode_Report ,2020,February,RRD,43889
RRD,Saturdays,Mode_Report ,2020,March,RRD,21319
RRD,Saturdays,Mode_Report ,2020,April,RRD,1809
RRD,Saturdays,Mode_Report ,2020,May,RRD,706
RRD,Saturdays,Mode_Report ,2020,June,RRD,2981
RRD,Saturdays,Mode_Report ,2020,July,RRD,6083
RRD,Saturdays,Mode_Report ,2020,August,RRD,6401
RRD,Saturdays,Mode_Report ,2020,September,RRD,8218
RRD,Saturdays,Mode_Report ,2020,October,RRD,7995
RRD,Saturdays,Mode_Report ,2020,November,RRD,8343
RRD,Saturdays,Mode_Report ,2020,December,RRD,8184
RRD,Saturdays,Mode_Report ,2021,January,RRD,8499
RRD,Saturdays,Mode_Report ,2021,February,RRD,5413
RRD,Saturdays,Mode_Report ,2021,March,RRD,7429
RRD,Saturdays,Mode_Report ,2021,April,RRD,7459
RRD,Saturdays,Mode_Report ,2021,May,RRD,8883
RRD,Saturdays,Mode_Report ,2021,June,RRD,10091
RRD,Saturdays,Mode_Report ,2021,July,RRD,11404
RRD,Saturdays,Mode_Report ,2021,August,RRD,11730
RRD,Saturdays,Mode_Report ,2021,September,RRD,14896
RRD,Saturdays,Mode_Report ,2021,October,RRD,18841
RRD,Saturdays,Mode_Report ,2021,November,RRD,18302
RRD,Saturdays,Mode_Report ,2021,December,RRD,16472
RRD,Saturdays,Mode_Report ,2022,January,RRD,11342
RRD,Saturdays,Mode_Report ,2022,February,RRD,17096
RRD,Saturdays,Mode_Report ,2022,March,RRD,19248
RRD,Saturdays,Mode_Report ,2022,April,RRD,18915
RRD,Saturdays,Mode_Report ,2022,May,RRD,18187
RRD,Saturdays,Mode_Report ,2022,June,RRD,19527
RRD,Saturdays,Mode_Report ,2022,July,RRD,18054
RRD,Saturdays,Mode_Report ,2022,August,RRD,18688
RRD,Saturdays,Mode_Report ,2022,September,RRD,21743
RRD,Saturdays,Mode_Report ,2022,October,RRD,22384
RRD,Saturdays,Mode_Report ,2022,November,RRD,22475
RRD,Saturdays,Mode_Report ,2022,December,RRD,21079
RRD,Saturdays,Mode_Report ,2023,January,RRD,21809
RRD,Saturdays,Mode_Report ,2023,February,RRD,22652
RRD,Saturdays,Mode_Report ,2023,March,RRD,23280
RRD,Saturdays,Mode_Report ,2023,April,RRD,23415
RRD,Saturdays,Mode_Report ,2023,May,RRD,23093
RRD,Saturdays,Mode_Report ,2023,June,RRD,23124
RRD,Saturdays,Mode_Report ,2023,July,RRD,21421
RRD,Sundays,Mode_Report ,2019,January,RRD,34400
RRD,Sundays,Mode_Report ,2019,February,RRD,33925
RRD,Sundays,Mode_Report ,2019,March,RRD,33104
RRD,Sundays,Mode_Report ,2019,April,RRD,34733
RRD,Sundays,Mode_Report ,2019,May,RRD,33372
RRD,Sundays,Mode_Report ,2019,June,RRD,31848
RRD,Sundays,Mode_Report ,2019,July,RRD,32240
RRD,Sundays,Mode_Report ,2019,August,RRD,32042
RRD,Sundays,Mode_Report ,2019,September,RRD,38775
RRD,Sundays,Mode_Report ,2019,October,RRD,37412
RRD,Sundays,Mode_Report ,2019,November,RRD,36613
RRD,Sundays,Mode_Report ,2019,December,RRD,35942
RRD,Sundays,Mode_Report ,2020,January,RRD,36387
RRD,Sundays,Mode_Report ,2020,February,RRD,35111
RRD,Sundays,Mode_Report ,2020,March,RRD,17055
RRD,Sundays,Mode_Report ,2020,April,RRD,1447
RRD,Sundays,Mode_Report ,2020,May,RRD,564
RRD,Sundays,Mode_Report ,2020,June,RRD,2384
RRD,Sundays,Mode_Report ,2020,July,RRD,4867
RRD,Sundays,Mode_Report ,2020,August,RRD,5121
RRD,Sundays,Mode_Report ,2020,September,RRD,6574
RRD,Sundays,Mode_Report ,2020,October,RRD,6396
RRD,Sundays,Mode_Report ,2020,November,RRD,6674
RRD,Sundays,Mode_Report ,2020,December,RRD,6547
RRD,Sundays,Mode_Report ,2021,January,RRD,6799
RRD,Sundays,Mode_Report ,2021,February,RRD,4331
RRD,Sundays,Mode_Report ,2021,March,RRD,5943
RRD,Sundays,Mode_Report ,2021,April,RRD,5967
RRD,Sundays,Mode_Report ,2021,May,RRD,7106
RRD,Sundays,Mode_Report ,2021,June,RRD,8073
RRD,Sundays,Mode_Report ,2021,July,RRD,9123
RRD,Sundays,Mode_Report ,2021,August,RRD,9384
RRD,Sundays,Mode_Report ,2021,September,RRD,11917
RRD,Sundays,Mode_Report ,2021,October,RRD,15073
RRD,Sundays,Mode_Report ,2021,November,RRD,14642
RRD,Sundays,Mode_Report ,2021,December,RRD,13177
RRD,Sundays,Mode_Report ,2022,January,RRD,9074
RRD,Sundays,Mode_Report ,2022,February,RRD,13677
RRD,Sundays,Mode_Report ,2022,March,RRD,15398
RRD,Sundays,Mode_Report ,2022,April,RRD,15132
RRD,Sundays,Mode_Report ,2022,May,RRD,14549
RRD,Sundays,Mode_Report ,2022,June,RRD,15621
RRD,Sundays,Mode_Report ,2022,July,RRD,14443
RRD,Sundays,Mode_Report ,2022,August,RRD,14950
RRD,Sundays,Mode_Report ,2022,September,RRD,17394
RRD,Sundays,Mode_Report ,2022,October,RRD,17907
RRD,Sundays,Mode_Report ,2022,November,RRD,17980
RRD,Sundays,Mode_Report ,2022,December,RRD,16863
RRD,Sundays,Mode_Report ,2023,January,RRD,17447
RRD,Sundays,Mode_Report ,2023,February,RRD,18122
RRD,Sundays,Mode_Report ,2023,March,RRD,18624
RRD,Sundays,Mode_Report ,2023,April,RRD,18732
RRD,Sundays,Mode_Report ,2023,May,RRD,18474
RRD,Sundays,Mode_Report ,2023,June,RRD,18499
RRD,Sundays,Mode_Report ,2023,July,RRD,17137
Bus,Saturdays,APC,2021,July,1,647
Bus,Saturdays,APC,2021,July,2,1139
Bus,Saturdays,APC,2021,July,3,2921
Bus,Saturdays,APC,2021,July,4,1977
Bus,Saturdays,APC,2021,July,5,791
Bus,Saturdays,APC,2021,July,6,1396
Bus,Saturdays,APC,2021,July,7,2261
Bus,Saturdays,APC,2021,July,9,1225
Trolley,Saturdays,MODE_Report_Estimate,2021,July,10,1639
Trolley,Saturdays,MODE_Report_Estimate,2021,July,101,723
Trolley,Saturdays,MODE_Report_Estimate,2021,July,102,733
Trolley,Saturdays,MODE_Report_Estimate,2021,July,11,2156
Bus,Saturdays,APC,2021,July,12,958
Trolley,Saturdays,MODE_Report_Estimate,2021,July,13,2158
Bus,Saturdays,APC,2021,July,14,1546
Trolley,Saturdays,MODE_Report_Estimate,2021,July,15,2617
Bus,Saturdays,APC,2021,July,16,2710
Bus,Saturdays,APC,2021,July,17,2402
Bus,Saturdays,APC,2021,July,18,3065
Bus,Saturdays,APC,2021,July,19,198
Bus,Saturdays,APC,2021,July,20,1793
Bus,Saturdays,APC,2021,July,21,3833
Bus,Saturdays,APC,2021,July,22,1498
Bus,Saturdays,APC,2021,July,23,6186
Bus,Saturdays,APC,2021,July,24,566
Bus,Saturdays,APC,2021,July,25,1572
Bus,Saturdays,APC,2021,July,26,2813
Bus,Saturdays,APC,2021,July,27,985
Bus,Saturdays,APC,2021,July,28,199
Bus,Saturdays,APC,2021,July,29,933
Bus,Saturdays,APC,2021,July,30,312
Bus,Saturdays,APC,2021,July,31,1398
Bus,Saturdays,APC,2021,July,32,1438
Bus,Saturdays,APC,2021,July,33,3004
Trolley,Saturdays,MODE_Report_Estimate,2021,July,34,2132
Bus,Saturdays,APC,2021,July,35,36
Trolley,Saturdays,MODE_Report_Estimate,2021,July,36,2193
Bus,Saturdays,APC,2021,July,37,1320
Bus,Saturdays,APC,2021,July,38,1048
Bus,Saturdays,APC,2021,July,39,584
Bus,Saturdays,APC,2021,July,40,1913
Bus,Saturdays,APC,2021,July,42,3207
Bus,Saturdays,APC,2021,July,43,678
Bus,Saturdays,APC,2021,July,44,590
Bus,Saturdays,APC,2021,July,45,2083
Bus,Saturdays,APC,2021,July,46,1423
Bus,Saturdays,APC,2021,July,47,7058
Bus,Saturdays,APC,2021,July,48,2021
Bus,Saturdays,APC,2021,July,49,854
Bus,Saturdays,APC,2021,July,50,965
Bus,Saturdays,APC,2021,July,52,5254
Bus,Saturdays,APC,2021,July,53,588
Bus,Saturdays,APC,2021,July,54,1638
Bus,Saturdays,APC,2021,July,55,1285
Bus,Saturdays,APC,2021,July,56,2911
Bus,Saturdays,APC,2021,July,57,2472
Bus,Saturdays,APC,2021,July,58,2381
Trackless Trolley,Saturdays,MODE_Report_Estimate,2021,July,59,1009
Bus,Saturdays,APC,2021,July,60,2497
Bus,Saturdays,APC,2021,July,61,1571
Bus,Saturdays,APC,2021,July,64,1773
Bus,Saturdays,APC,2021,July,65,2666
Trackless Trolley,Saturdays,MODE_Report_Estimate,2021,July,66,2368
Bus,Saturdays,APC,2021,July,67,857
Bus,Saturdays,APC,2021,July,68,128
Bus,Saturdays,APC,2021,July,70,2052
Bus,Saturdays,APC,2021,July,73,618
Trackless Trolley,Saturdays,MODE_Report_Estimate,2021,July,75,913
Bus,Saturdays,APC,2021,July,77,313
Bus,Saturdays,APC,2021,July,79,1577
Bus,Saturdays,APC,2021,July,84,794
Bus,Saturdays,APC,2021,July,88,341
Bus,Saturdays,APC,2021,July,89,446
Bus,Saturdays,APC,2021,July,90,188
Bus,Saturdays,APC,2021,July,92,115
Bus,Saturdays,APC,2021,July,93,514
Bus,Saturdays,APC,2021,July,94,83
Bus,Saturdays,APC,2021,July,95,164
Bus,Saturdays,APC,2021,July,96,348
Bus,Saturdays,APC,2021,July,97,295
Bus,Saturdays,APC,2021,July,98,223
Bus,Saturdays,APC,2021,July,99,348
Bus,Saturdays,APC,2021,July,103,222
Bus,Saturdays,APC,2021,July,104,988
Bus,Saturdays,APC,2021,July,105,399
Bus,Saturdays,APC,2021,July,106,354
Bus,Saturdays,APC,2021,July,107,338
Bus,Saturdays,APC,2021,July,108,2353
Bus,Saturdays,APC,2021,July,109,2229
Bus,Saturdays,APC,2021,July,110,839
Bus,Saturdays,APC,2021,July,111,402
Bus,Saturdays,APC,2021,July,112,160
